sic,nice_class,term,frequency,band_label,n_marks,share
96020,26,"hair ornaments, hair rollers, hair fastening articles, and false hair",Always,Essential,102,0.171
96020,26,hair scrunchies,Always,Essential,102,0.171
96020,26,hair bows,Always,Essential,95,0.16
96020,26,hair rollers,Always,Essential,92,0.155
96020,26,hair fasteners,Always,Essential,90,0.151
96020,26,hairpieces,Always,Essential,88,0.148
96020,26,hair wraps,Always,Essential,88,0.148
96020,26,hair nets,Always,Essential,85,0.143
96020,26,hair decorations,Always,Essential,85,0.143
96020,21,hair brushes,Always,Essential,154,0.289
96020,21,hair combs,Always,Essential,131,0.246
96020,21,cosmetic brushes,Always,Essential,83,0.156
96020,21,combs,Always,Essential,80,0.15
96020,21,brushes,Always,Essential,80,0.15
96020,21,cosmetics applicators,Always,Essential,77,0.145
96020,21,cosmetics brushes,Always,Essential,74,0.139
96020,21,cosmetic utensils,Always,Essential,71,0.133
96020,21,eyebrow brushes,Always,Essential,69,0.13
96020,21,make-up brushes,Always,Essential,67,0.126
96020,21,hairbrushes,Sometimes,Recommended,59,0.111
96020,21,hair for brushes,Sometimes,Recommended,57,0.107
96020,21,electric hair combs,Sometimes,Recommended,56,0.105
96020,21,shaving brushes,Sometimes,Recommended,56,0.105
96020,21,mascara brushes,Sometimes,Recommended,51,0.096
96020,21,combs and sponges,Sometimes,Recommended,50,0.094
96020,21,hair tinting brushes,Sometimes,Recommended,49,0.092
96020,21,eyelash combs,Sometimes,Recommended,47,0.088
96020,21,nail brushes,Sometimes,Recommended,47,0.088
96020,21,applicators for cosmetics,Sometimes,Recommended,46,0.086
96020,21,sponges,Sometimes,Recommended,44,0.083
96020,21,facial sponges for applying make-up,Sometimes,Recommended,42,0.079
96020,21,articles for cleaning purposes,Sometimes,Recommended,42,0.079
96020,21,large-toothed combs for the hair,Sometimes,Recommended,41,0.077
96020,21,eye make-up applicators,Sometimes,Recommended,40,0.075
62,9,computer software,Always,Essential,753,0.301
62,9,application software,Sometimes,Recommended,276,0.11
62,9,software,Sometimes,Recommended,227,0.091
62,9,computer hardware,Sometimes,Recommended,201,0.08
62,9,downloadable electronic publications,Sometimes,Recommended,178,0.071
62,9,computer software applications,Sometimes,Worth considering,148,0.059
62,9,software applications,Sometimes,Worth considering,147,0.059
62,9,computer software platforms,Sometimes,Worth considering,143,0.057
62,9,computer application software,Sometimes,Worth considering,140,0.056
62,9,computer programs,Sometimes,Worth considering,140,0.056
62,9,electronic publications,Sometimes,Worth considering,138,0.055
62,9,mobile application software,Sometimes,Worth considering,129,0.052
62,9,application software for mobile phones,Sometimes,Worth considering,129,0.052
62,9,application software for cloud computing services,Sometimes,Worth considering,124,0.05
62,9,databases,Sometimes,Worth considering,117,0.047
62,9,application software for mobile devices,Sometimes,Worth considering,117,0.047
62,9,software and applications for mobile devices,Sometimes,Worth considering,113,0.045
62,9,data processing software,Sometimes,Worth considering,113,0.045
62,9,artificial intelligence software,Sometimes,Worth considering,110,0.044
62,9,computer application software for mobile phones,Sometimes,Worth considering,109,0.044
62,9,downloadable mobile applications,Sometimes,Worth considering,108,0.043
62,9,"magnetic data carriers, recording discs",Sometimes,Worth considering,108,0.043
62,9,computers,Sometimes,Worth considering,107,0.043
62,9,cloud computing software,Sometimes,Worth considering,106,0.042
62,9,"computer software applications, downloadable",Sometimes,Worth considering,105,0.042
62,42,computer programming,Always,Essential,364,0.146
62,42,software as a service [saas],Sometimes,Recommended,297,0.119
62,42,design and development of computer hardware and software,Sometimes,Recommended,290,0.116
62,42,software as a service,Sometimes,Recommended,233,0.093
62,42,industrial analysis and research services,Sometimes,Recommended,206,0.082
62,42,design and development of computer software,Sometimes,Recommended,195,0.078
62,42,software as a service [saas] services,Sometimes,Recommended,192,0.077
62,42,computer consultancy services,Sometimes,Recommended,191,0.076
62,42,"installation, maintenance and repair of computer software",Sometimes,Recommended,189,0.076
62,42,scientific and technological services and research and design relating thereto,Sometimes,Recommended,182,0.073
62,42,computer software consultancy,Sometimes,Recommended,173,0.069
62,42,software development,Sometimes,Recommended,166,0.066
62,42,platform as a service [paas],Sometimes,Recommended,165,0.066
62,42,computer software design,Sometimes,Recommended,164,0.066
62,42,computer services,Sometimes,Recommended,153,0.061
62,42,"software development, programming and implementation",Sometimes,Worth considering,147,0.059
62,42,data security services,Sometimes,Worth considering,142,0.057
62,42,design services,Sometimes,Worth considering,142,0.057
62,42,advice and development services relating to computer software,Sometimes,Worth considering,140,0.056
62,42,advisory services relating to computer software,Sometimes,Worth considering,139,0.056
62,42,software design,Sometimes,Worth considering,138,0.055
62,42,cloud computing services,Sometimes,Worth considering,137,0.055
62,42,software design and development,Sometimes,Worth considering,134,0.054
62,42,computer software development,Sometimes,Worth considering,132,0.053
62,42,software engineering,Sometimes,Worth considering,131,0.052
62,35,advertising,Always,Essential,450,0.18
62,35,business management,Always,Essential,382,0.153
62,35,business administration,Always,Essential,357,0.143
62,35,office functions,Sometimes,Recommended,263,0.105
62,35,data processing,Sometimes,Recommended,233,0.093
62,35,advertising services,Sometimes,Recommended,165,0.066
62,35,marketing,Sometimes,Worth considering,148,0.059
62,35,business consultancy,Sometimes,Worth considering,132,0.053
62,35,marketing services,Sometimes,Worth considering,125,0.05
62,35,advertising and marketing services,Sometimes,Worth considering,120,0.048
62,35,"advertising, marketing and promotional services",Sometimes,Worth considering,120,0.048
62,35,compilation of information into computer databases,Sometimes,Worth considering,114,0.046
62,35,business data analysis,Sometimes,Worth considering,110,0.044
62,35,advertising services provided via the internet,Sometimes,Worth considering,110,0.044
62,35,advertising and marketing,Sometimes,Worth considering,108,0.043
62,35,data management,Sometimes,Worth considering,108,0.043
62,35,business information services,Sometimes,Worth considering,104,0.042
62,35,database management,Sometimes,Worth considering,103,0.041
62,35,provision of business information,Sometimes,Worth considering,101,0.04
62,35,business information,Sometimes,Worth considering,100,0.04
62,35,business research,Sometimes,Worth considering,100,0.04
62,35,data processing services,Sometimes,Worth considering,93,0.037
62,35,business consultancy services,Sometimes,Worth considering,91,0.036
62,35,advertising and marketing services provided by means of social media,Sometimes,Worth considering,88,0.035
62,35,database management services,Sometimes,Worth considering,86,0.034
62,41,education,Always,Essential,374,0.15
62,41,providing of training,Always,Essential,305,0.122
62,41,entertainment,Always,Essential,305,0.122
62,41,entertainment services,Sometimes,Recommended,233,0.093
62,41,sporting and cultural activities,Sometimes,Recommended,215,0.086
62,41,educational services,Sometimes,Worth considering,135,0.054
62,41,education services,Sometimes,Worth considering,131,0.052
62,41,training,Sometimes,Worth considering,129,0.052
62,41,training services,Sometimes,Worth considering,109,0.044
62,41,publishing services,Sometimes,Worth considering,108,0.043
62,41,education and training services,Sometimes,Worth considering,92,0.037
62,41,education and training,Sometimes,Worth considering,92,0.037
62,41,publishing,Sometimes,Worth considering,85,0.034
62,41,provision of training,Sometimes,Worth considering,82,0.033
62,41,educational and training services,Sometimes,Worth considering,78,0.031
62,41,training courses,Sometimes,Worth considering,76,0.03
62,38,telecommunications services,Always,Essential,380,0.152
62,38,telecommunications,Always,Essential,360,0.144
62,38,telecommunication services,Sometimes,Recommended,269,0.108
62,38,electronic mail services,Sometimes,Recommended,188,0.075
62,38,chat room services,Sometimes,Recommended,181,0.072
62,38,broadcasting services,Sometimes,Worth considering,143,0.057
62,38,providing user access to the internet,Sometimes,Worth considering,134,0.054
62,38,providing access to databases,Sometimes,Worth considering,131,0.052
62,38,e-mail services,Sometimes,Worth considering,125,0.05
62,38,communication services,Sometimes,Worth considering,116,0.046
62,38,webcasting services,Sometimes,Worth considering,109,0.044
62,38,portal services,Sometimes,Worth considering,106,0.042
62,38,video conferencing services,Sometimes,Worth considering,101,0.04
62,38,computer aided transmission of messages and images,Sometimes,Worth considering,98,0.039
62,38,communications services,Sometimes,Worth considering,98,0.039
62,38,chat room services for social networking,Sometimes,Worth considering,94,0.038
62,38,providing online forums,Sometimes,Worth considering,94,0.038
62,38,electronic communication services,Sometimes,Worth considering,92,0.037
62,38,instant messaging services,Sometimes,Worth considering,88,0.035
62,38,data communication services,Sometimes,Worth considering,84,0.034
62,38,data transmission,Sometimes,Worth considering,83,0.033
62,38,communication of data by means of telecommunications,Sometimes,Worth considering,83,0.033
62,38,communications by computer terminals,Sometimes,Worth considering,82,0.033
62,38,"access to content, websites and portals",Sometimes,Worth considering,81,0.032
62,38,electronic bulletin board services,Sometimes,Worth considering,78,0.031
62,36,financial services,Always,Essential,645,0.258
62,36,monetary affairs,Always,Essential,332,0.133
62,36,financial affairs,Always,Essential,332,0.133
62,36,insurance,Sometimes,Recommended,295,0.118
62,36,insurance services,Sometimes,Recommended,251,0.1
62,36,real estate affairs,Sometimes,Recommended,225,0.09
62,36,electronic payment services,Sometimes,Recommended,223,0.089
