sic,nice_class,term,frequency,band_label,n_marks,share
11050,35,organisation of exhibitions and events for commercial or advertising purposes,Always,Most use this,7,0.127
11050,35,display services for merchandise,Always,Most use this,7,0.127
11050,35,compilation of information into computer databases,Always,Most use this,7,0.127
11050,35,retail services relating to food,Always,Most use this,7,0.127
11050,21,beer glasses,Always,All use this,36,0.679
11050,21,beer mugs,Always,All use this,30,0.566
11050,21,beer jugs,Always,All use this,24,0.453
11050,21,glassware,Always,All use this,24,0.453
11050,21,beer pitchers,Always,All use this,18,0.34
11050,21,pilsner glasses,Always,All use this,18,0.34
11050,21,beer steins,Always,All use this,18,0.34
11050,21,bottle openers,Always,All use this,17,0.321
11050,21,drinking bottles,Always,All use this,17,0.321
11050,21,bottle coolers,Always,All use this,16,0.302
11050,21,mugs,Always,All use this,16,0.302
11050,21,pint tankards,Always,Most use this,14,0.264
11050,21,drinking steins,Always,Most use this,14,0.264
11050,21,pilsner drinking glasses,Always,Most use this,14,0.264
11050,21,beverage glassware.,Always,Most use this,14,0.264
11050,21,tumblers,Always,Most use this,13,0.245
11050,21,wine glasses,Always,Most use this,13,0.245
11050,21,ice buckets,Always,Most use this,11,0.208
11050,21,beverage glassware,Always,Most use this,10,0.189
11050,21,coasters (tableware),Always,Most use this,10,0.189
11050,21,cups,Always,Most use this,10,0.189
11050,21,bottle stands,Always,Most use this,10,0.189
11050,21,household or kitchen utensils and containers,Always,Most use this,10,0.189
11050,21,jugs,Always,Most use this,9,0.17
11050,21,wine coolers,Always,Most use this,9,0.17
11010,33,spirits,Always,Essential,475,0.19
11010,33,whisky,Always,Essential,442,0.177
11010,33,distilled spirits,Always,Essential,438,0.175
11010,33,alcoholic beverages (except beers),Always,Essential,420,0.168
11010,33,liqueurs,Always,Essential,417,0.167
11010,33,vodka,Always,Essential,411,0.164
11010,33,distilled beverages,Always,Essential,358,0.143
11010,33,alcoholic beverages (except beer),Always,Essential,333,0.133
11010,33,alcoholic cocktails,Always,Essential,330,0.132
11010,33,spirits [beverages],Always,Essential,312,0.125
11010,33,cocktails,Always,Essential,304,0.122
11010,33,"alcoholic beverages, except beer",Always,Essential,300,0.12
11010,33,malt whisky,Sometimes,Recommended,275,0.11
11010,33,blended whisky,Sometimes,Recommended,267,0.107
11010,33,alcoholic beverages containing fruit,Sometimes,Recommended,245,0.098
11010,33,"beverages (alcoholic -), except beer",Sometimes,Recommended,236,0.094
11010,33,whiskey,Sometimes,Recommended,233,0.093
11010,33,pre-mixed alcoholic beverages,Sometimes,Recommended,232,0.093
11010,33,brandy,Sometimes,Recommended,228,0.091
11010,33,alcoholic cocktail mixes,Sometimes,Recommended,227,0.091
11010,33,beverages (distilled -),Sometimes,Recommended,227,0.091
11010,33,alcoholic beverages except beers,Sometimes,Recommended,223,0.089
11010,33,alcoholic beverages [except beers],Sometimes,Recommended,220,0.088
11010,33,rum [alcoholic beverage],Sometimes,Recommended,212,0.085
11010,33,alcoholic bitters,Sometimes,Recommended,210,0.084
11010,32,beers,Always,Essential,536,0.38
11010,32,non-alcoholic beverages,Always,Essential,394,0.28
11010,32,beer,Always,Essential,269,0.191
11010,32,non-alcoholic drinks,Always,Essential,230,0.163
11010,32,mineral and aerated waters,Always,Essential,215,0.153
11010,32,fruit beverages and fruit juices,Always,Essential,206,0.146
11010,32,syrups and other preparations for making beverages.,Always,Essential,196,0.139
11010,32,non-alcoholic cocktails,Always,Essential,186,0.132
11010,32,fruit drinks and fruit juices,Always,Essential,174,0.123
11010,32,soft drinks,Always,Essential,170,0.121
11010,32,carbonated non-alcoholic drinks,Sometimes,Recommended,160,0.114
11010,32,"cocktails, non-alcoholic",Sometimes,Recommended,155,0.11
11010,32,alcohol free beverages,Sometimes,Recommended,153,0.109
11010,32,beverages (non-alcoholic -),Sometimes,Recommended,147,0.104
11010,32,beer and brewery products,Sometimes,Recommended,147,0.104
11010,32,barley wine [beer],Sometimes,Recommended,145,0.103
11010,32,non-alcoholic beer,Sometimes,Recommended,144,0.102
11010,32,lager,Sometimes,Recommended,141,0.1
11010,32,beer-based beverages,Sometimes,Recommended,134,0.095
11010,32,non-alcoholic carbonated beverages,Sometimes,Recommended,128,0.091
11010,32,non-alcoholic cocktail mixes,Sometimes,Recommended,127,0.09
11010,32,cordials (non-alcoholic beverages),Sometimes,Recommended,123,0.087
11010,32,alcohol free aperitifs,Sometimes,Recommended,122,0.087
11010,32,craft beer,Sometimes,Recommended,121,0.086
11010,32,"aperitifs, non-alcoholic",Sometimes,Recommended,120,0.085
69202,35,accountancy services,Always,Essential,383,0.444
69202,35,accounting services,Always,Essential,361,0.418
69202,35,accountancy,Always,Essential,338,0.392
69202,35,book-keeping and accounting services,Always,Essential,333,0.386
69202,35,accounting,Always,Essential,333,0.386
69202,35,book-keeping and accounting,Always,Essential,285,0.33
69202,35,"accounting, in particular book-keeping",Always,Essential,283,0.328
69202,35,accounting advisory services,Always,Essential,279,0.323
69202,35,tax consultancy [accountancy],Always,Essential,274,0.317
69202,35,business accounting advisory services,Always,Essential,274,0.317
69202,35,management accounting,Always,Essential,274,0.317
69202,35,tax advice [accountancy],Always,Essential,273,0.316
69202,35,tax planning [accountancy],Always,Essential,272,0.315
69202,35,accounting consultancy relating to taxation,Always,Essential,260,0.301
69202,35,tax return advisory [accountancy] services,Always,Essential,252,0.292
69202,35,accounting services relating to tax planning,Always,Essential,251,0.291
69202,35,accountancy advice relating to taxation,Always,Essential,251,0.291
69202,35,accountancy advice relating to tax preparation,Always,Essential,250,0.29
69202,35,taxation [accountancy] consultancy,Always,Essential,248,0.287
69202,35,taxation [accountancy] advice,Always,Essential,248,0.287
69202,35,bookkeeping,Always,Essential,246,0.285
69202,35,"accountancy, book keeping and auditing",Always,Essential,246,0.285
69202,35,business advice relating to accounting,Always,Essential,245,0.284
69202,35,computerised accounting,Always,Essential,244,0.283
69202,35,administrative accounting,Always,Essential,241,0.279
69202,36,tax consultancy [not accounting],Always,Essential,89,0.274
69202,36,tax advice [not accounting],Always,Essential,83,0.255
69202,36,tax returns consultancy [not accounting],Always,Essential,81,0.249
69202,36,tax services [not accounting],Always,Essential,81,0.249
69202,36,tax planning [not accounting],Always,Essential,74,0.228
69202,36,taxation consultancy services [not accounting],Always,Essential,71,0.218
69202,36,provision of tax advice [not accounting],Always,Essential,62,0.191
69202,36,payroll tax debiting services,Always,Essential,52,0.16
69202,36,financial services,Always,Essential,50,0.154
69202,36,financial advice relating to taxation,Always,Essential,46,0.142
69202,36,financial advisory services relating to tax,Always,Essential,42,0.129
69202,36,income tax advice,Always,Essential,42,0.129
69202,36,advisory services relating to corporate finance,Always,Essential,40,0.123
69202,36,"accounting consultation

",Sometimes,Recommended,38,0.117
69202,36,financial management of cash accounts,Sometimes,Recommended,38,0.117
69202,36,financial advice relating to tax planning,Sometimes,Recommended,35,0.108
69202,36,income tax advice [financial],Sometimes,Recommended,35,0.108
69202,36,financial advice relating to income tax,Sometimes,Recommended,34,0.105
69202,36,financial management for businesses,Sometimes,Recommended,34,0.105
69202,36,financial planning services relating to taxation,Sometimes,Recommended,34,0.105
69202,36,tax payment processing services,Sometimes,Recommended,33,0.102
69202,36,professional consultancy relating to finance,Sometimes,Recommended,33,0.102
69202,36,financial forecasting,Sometimes,Recommended,33,0.102
69202,36,financial management,Sometimes,Recommended,33,0.102
69202,36,financial consultancy,Sometimes,Recommended,33,0.102
69202,9,computer software,Always,Essential,35,0.156
69202,9,accounting software,Always,Essential,33,0.147
69202,9,software,Sometimes,Recommended,23,0.102
69202,9,business software,Sometimes,Recommended,22,0.098
69202,9,application software,Sometimes,Recommended,17,0.076
69202,9,financial management software,Sometimes,Recommended,17,0.076
69202,9,portable speakers,Sometimes,Recommended,17,0.076
69202,9,computer application software,Sometimes,Recommended,14,0.062
69202,9,accounting machines,Sometimes,Worth considering,13,0.058
69202,9,business management software,Sometimes,Worth considering,13,0.058
69202,9,computer application software for mobile phones,Sometimes,Worth considering,12,0.053
69202,9,downloadable publications,Sometimes,Worth considering,12,0.053
69202,9,accounting software.,Sometimes,Worth considering,12,0.053
69202,9,reporting software,Sometimes,Worth considering,11,0.049
69202,9,electronic publications,Sometimes,Worth considering,11,0.049
69202,9,application software for mobile devices,Sometimes,Worth considering,10,0.044
69202,9,mobile application software,Sometimes,Worth considering,10,0.044
69202,9,database management software,Sometimes,Worth considering,9,0.04
69202,9,business technology software,Sometimes,Worth considering,9,0.04
69202,9,accounting apparatus,Sometimes,Worth considering,9,0.04
69202,9,all included in class 9.,Sometimes,Worth considering,9,0.04
69202,9,podcasts,Sometimes,Worth considering,9,0.04
69202,9,computer software platforms,Sometimes,Worth considering,9,0.04
69202,9,computer e-commerce software,Sometimes,Worth considering,9,0.04
69202,9,"gaming accessories, namely: cases, chargers, batteries, data cables",Sometimes,Worth considering,8,0.036
69202,41,education,Always,Essential,26,0.147
69202,41,training,Always,Essential,25,0.141
69202,41,providing of training,Always,Essential,25,0.141
69202,41,education advisory services relating to accountancy,Sometimes,Recommended,21,0.119
69202,41,business training,Sometimes,Recommended,20,0.113
69202,41,courses (training -) relating to accountancy,Sometimes,Recommended,18,0.102
69202,41,training courses,Sometimes,Recommended,16,0.09
69202,41,bookkeeping instruction,Sometimes,Recommended,15,0.085
69202,41,tuition in accounts,Sometimes,Recommended,14,0.079
69202,41,business training services,Sometimes,Recommended,14,0.079
69202,41,adult education services relating to accounting,Sometimes,Recommended,14,0.079
69202,41,coaching [training],Sometimes,Recommended,13,0.073
69202,41,coaching services,Sometimes,Recommended,13,0.073
69202,41,training services,Sometimes,Recommended,13,0.073
69202,41,education and training services,Sometimes,Recommended,12,0.068
69202,41,business mentoring services,Sometimes,Recommended,12,0.068
69202,41,coaching relating to finance,Sometimes,Recommended,11,0.062
69202,41,education and training,Sometimes,Recommended,11,0.062
69202,41,training in business skills,Sometimes,Worth considering,10,0.056
69202,41,publishing,Sometimes,Worth considering,10,0.056
69202,41,coaching,Sometimes,Worth considering,10,0.056
69202,41,education and training in the field of business management,Sometimes,Worth considering,10,0.056
69202,41,personal development training,Sometimes,Worth considering,10,0.056
69202,41,all included in class 41.,Sometimes,Worth considering,10,0.056
69202,41,courses (training -) relating to finance,Sometimes,Worth considering,10,0.056
69202,42,computer programming,Always,Essential,23,0.193
69202,42,computer software development,Sometimes,Recommended,10,0.084
69202,42,all included in class 42.,Sometimes,Recommended,10,0.084
69202,42,data migration services,Sometimes,Recommended,10,0.084
69202,42,computer rental,Sometimes,Recommended,9,0.076
69202,42,software development,Sometimes,Recommended,9,0.076
69202,42,computer system integration services,Sometimes,Recommended,8,0.067
69202,42,computer software consultancy,Sometimes,Recommended,8,0.067
69202,42,computer security consultancy,Sometimes,Recommended,8,0.067
69202,42,electronic data storage,Sometimes,Recommended,8,0.067
69202,42,software design,Sometimes,Recommended,8,0.067
69202,42,information technology consultancy,Sometimes,Recommended,8,0.067
69202,42,data mining,Sometimes,Recommended,8,0.067
69202,42,database design and development,Sometimes,Recommended,8,0.067
69202,42,software engineering services,Sometimes,Recommended,8,0.067
69202,42,software design and development,Sometimes,Recommended,8,0.067
69202,42,"testing, authentication and quality control",Sometimes,Worth considering,7,0.059
69202,42,graphic design services,Sometimes,Worth considering,7,0.059
69202,42,technical studies of adaptations of space technologies,Sometimes,Worth considering,7,0.059
69202,42,development of new technology for others,Sometimes,Worth considering,7,0.059
69202,42,disaster recovery services for computer systems,Sometimes,Worth considering,7,0.059
69202,42,development of new technology in relation to unmanned postal delivery,Sometimes,Worth considering,7,0.059
69202,42,research and consultancy services relating to home automation,Sometimes,Worth considering,7,0.059
69202,42,computer project management services,Sometimes,Worth considering,7,0.059
69202,42,cloud computing services,Sometimes,Worth considering,7,0.059
70229,35,business management,Always,Essential,408,0.163
70229,35,business consultancy,Always,Essential,399,0.16
70229,35,business administration,Always,Essential,356,0.142
70229,35,advertising,Always,Essential,338,0.135
70229,35,business consultancy services,Always,Essential,322,0.129
70229,35,business management consultancy,Sometimes,Recommended,285,0.114
70229,35,business consultancy and advisory services,Sometimes,Recommended,278,0.111
70229,35,business management consultancy services,Sometimes,Recommended,257,0.103
70229,35,business consulting,Sometimes,Recommended,256,0.102
70229,35,management consulting,Sometimes,Recommended,234,0.094
70229,35,strategic business consultancy,Sometimes,Recommended,232,0.093
70229,35,business advisory and consultancy services,Sometimes,Recommended,229,0.092
70229,35,business management consultancy and advisory services,Sometimes,Recommended,229,0.092
70229,35,business organisation and management consulting services,Sometimes,Recommended,229,0.092
70229,35,office functions,Sometimes,Recommended,219,0.088
70229,35,business management consulting,Sometimes,Recommended,215,0.086
70229,35,consultancy and advisory services in the field of business strategy,Sometimes,Recommended,207,0.083
70229,35,business consulting services,Sometimes,Recommended,206,0.082
70229,35,professional business consultancy,Sometimes,Recommended,204,0.082
70229,35,business management and consultancy services,Sometimes,Recommended,193,0.077
70229,35,business management and consultancy,Sometimes,Recommended,188,0.075
70229,35,business management consulting services,Sometimes,Recommended,187,0.075
70229,35,business organisation consulting,Sometimes,Recommended,186,0.074
70229,35,consultancy relating to business management,Sometimes,Recommended,183,0.073
70229,35,business management and organization consultancy,Sometimes,Recommended,183,0.073
70229,41,education,Always,Essential,371,0.148
70229,41,business training,Always,Essential,302,0.121
70229,41,providing of training,Sometimes,Recommended,283,0.113
70229,41,training courses,Sometimes,Recommended,278,0.111
70229,41,training services,Sometimes,Recommended,258,0.103
70229,41,training,Sometimes,Recommended,251,0.1
70229,41,coaching,Sometimes,Recommended,244,0.098
70229,41,business training services,Sometimes,Recommended,200,0.08
70229,41,coaching [training],Sometimes,Recommended,199,0.08
70229,41,personal development training,Sometimes,Recommended,198,0.079
70229,41,training consultancy,Sometimes,Recommended,191,0.076
70229,41,coaching services,Sometimes,Recommended,180,0.072
70229,41,management training consultancy services,Sometimes,Recommended,177,0.071
70229,41,education and training,Sometimes,Recommended,162,0.065
70229,41,business training consultancy services,Sometimes,Recommended,160,0.064
70229,41,entertainment,Sometimes,Recommended,157,0.063
70229,41,management training services,Sometimes,Recommended,151,0.06
70229,41,training and education services,Sometimes,Recommended,151,0.06
70229,41,education services,Sometimes,Worth considering,149,0.06
70229,41,"conducting courses, seminars and workshops",Sometimes,Worth considering,146,0.058
70229,41,entertainment services,Sometimes,Worth considering,143,0.057
70229,41,training in business management,Sometimes,Worth considering,142,0.057
70229,41,training in business skills,Sometimes,Worth considering,141,0.056
70229,41,training and further training consultancy,Sometimes,Worth considering,136,0.054
70229,41,education and training services,Sometimes,Worth considering,133,0.053
70229,42,design and development of computer hardware and software,Sometimes,Recommended,218,0.087
70229,42,computer programming,Sometimes,Recommended,203,0.081
70229,42,scientific and technological services and research and design relating thereto,Sometimes,Recommended,199,0.08
70229,42,software as a service [saas],Sometimes,Recommended,188,0.075
70229,42,industrial analysis and research services,Sometimes,Recommended,182,0.073
70229,42,design services,Sometimes,Recommended,163,0.065
70229,42,computer consultancy services,Sometimes,Recommended,154,0.062
70229,42,platform as a service [paas],Sometimes,Worth considering,132,0.053
70229,42,"installation, maintenance and repair of computer software",Sometimes,Worth considering,108,0.043
70229,42,software development,Sometimes,Worth considering,107,0.043
70229,42,software consultancy services,Sometimes,Worth considering,97,0.039
70229,42,software as a service,Sometimes,Worth considering,97,0.039
70229,42,computer software consultancy,Sometimes,Worth considering,95,0.038
70229,42,software design,Sometimes,Worth considering,95,0.038
70229,42,software as a service [saas] services,Sometimes,Worth considering,90,0.036
70229,42,technological consultancy,Sometimes,Worth considering,87,0.035
70229,42,computer software design,Sometimes,Worth considering,85,0.034
70229,42,graphic design services,Sometimes,Worth considering,85,0.034
70229,42,design and development of computer software,Sometimes,Worth considering,83,0.033
70229,42,design consultancy,Sometimes,Worth considering,83,0.033
70229,42,software consulting services,Sometimes,Worth considering,80,0.032
70229,42,information technology consultancy,Sometimes,Worth considering,80,0.032
70229,42,cloud computing services,Sometimes,Worth considering,78,0.031
70229,42,computer services,Sometimes,Worth considering,77,0.031
70229,42,"creating, maintaining and hosting the web sites of others",Sometimes,Worth considering,75,0.03
70229,9,computer software,Always,Essential,624,0.25
70229,9,software,Sometimes,Recommended,242,0.097
70229,9,electronic publications,Sometimes,Recommended,198,0.079
70229,9,podcasts,Sometimes,Recommended,183,0.073
70229,9,downloadable electronic publications,Sometimes,Recommended,178,0.071
70229,9,application software,Sometimes,Recommended,170,0.068
70229,9,downloadable publications,Sometimes,Recommended,154,0.062
70229,9,"apparatus for recording, transmission or reproduction of sound or images",Sometimes,Recommended,151,0.06
70229,9,software applications,Sometimes,Recommended,150,0.06
70229,9,downloadable podcasts,Sometimes,Worth considering,120,0.048
70229,9,computers,Sometimes,Worth considering,116,0.046
70229,9,dvds,Sometimes,Worth considering,107,0.043
70229,9,computer software applications,Sometimes,Worth considering,101,0.04
70229,9,computer application software,Sometimes,Worth considering,100,0.04
70229,9,computer programs,Sometimes,Worth considering,98,0.039
70229,9,downloadable software,Sometimes,Worth considering,94,0.038
70229,9,computer hardware,Sometimes,Worth considering,91,0.036
70229,9,computer software platforms,Sometimes,Worth considering,91,0.036
70229,9,business software,Sometimes,Worth considering,88,0.035
70229,9,parts and fittings for all the aforesaid goods.,Sometimes,Worth considering,85,0.034
70229,9,compact discs,Sometimes,Worth considering,85,0.034
70229,9,"magnetic data carriers, recording discs",Sometimes,Worth considering,83,0.033
70229,9,cd-roms,Sometimes,Worth considering,76,0.03
70229,36,financial services,Always,Essential,467,0.187
70229,36,financial affairs,Always,Essential,351,0.14
70229,36,real estate affairs,Sometimes,Recommended,286,0.114
70229,36,monetary affairs,Sometimes,Recommended,265,0.106
70229,36,insurance,Sometimes,Recommended,252,0.101
70229,36,investment services,Sometimes,Recommended,215,0.086
70229,36,financial consultancy,Sometimes,Recommended,191,0.076
70229,36,financial management,Sometimes,Recommended,166,0.066
70229,36,insurance services,Sometimes,Recommended,163,0.065
70229,36,financial analysis,Sometimes,Recommended,150,0.06
70229,36,real estate services,Sometimes,Worth considering,146,0.058
70229,36,financial advisory services,Sometimes,Worth considering,142,0.057
70229,36,investment management,Sometimes,Worth considering,134,0.054
70229,36,property portfolio management,Sometimes,Worth considering,128,0.051
70229,36,real estate and property management services,Sometimes,Worth considering,124,0.05
70229,36,asset management,Sometimes,Worth considering,117,0.047
70229,36,financial management services,Sometimes,Worth considering,115,0.046
70229,36,financial consultancy services,Sometimes,Worth considering,111,0.044
70229,36,financial advisory and consultancy services,Sometimes,Worth considering,110,0.044
70229,36,financial services provided via the internet,Sometimes,Worth considering,109,0.044
70229,36,financial strategy consultancy services,Sometimes,Worth considering,107,0.043
70229,36,financial consulting services,Sometimes,Worth considering,107,0.043
70229,36,financial consulting,Sometimes,Worth considering,104,0.042
70229,36,real estate management,Sometimes,Worth considering,104,0.042
70229,36,financial analysis services,Sometimes,Worth considering,103,0.041
70229,16,printed matter,Always,Essential,1068,0.427
70229,16,books,Always,Essential,731,0.292
70229,16,stationery,Always,Essential,718,0.287
70229,16,printed publications,Always,Essential,592,0.237
70229,16,photographs,Always,Essential,572,0.229
70229,16,magazines,Always,Essential,366,0.146
70229,16,instructional and teaching materials,Always,Essential,312,0.125
70229,16,calendars,Sometimes,Recommended,282,0.113
70229,16,posters,Sometimes,Recommended,273,0.109
70229,16,brochures,Sometimes,Recommended,269,0.108
70229,16,newsletters,Sometimes,Recommended,255,0.102
70229,16,adhesives for stationery or household purposes,Sometimes,Recommended,235,0.094
70229,16,instructional and teaching material (except apparatus),Sometimes,Recommended,234,0.094
70229,16,booklets,Sometimes,Recommended,229,0.092
70229,16,manuals,Sometimes,Recommended,220,0.088
70229,16,diaries,Sometimes,Recommended,209,0.084
70229,16,journals,Sometimes,Recommended,205,0.082
70229,16,pamphlets,Sometimes,Recommended,200,0.08
70229,16,leaflets,Sometimes,Recommended,198,0.079
70229,16,bookbinding material,Sometimes,Recommended,190,0.076
70229,16,paint brushes,Sometimes,Recommended,186,0.074
70229,16,notebooks,Sometimes,Recommended,173,0.069
70229,16,training manuals,Sometimes,Recommended,173,0.069
70229,16,periodicals,Sometimes,Recommended,170,0.068
70229,16,artists' materials,Sometimes,Recommended,166,0.066
70229,45,legal services,Always,Essential,545,0.218
70229,45,legal advice,Sometimes,Recommended,222,0.089
70229,45,legal consultancy services,Sometimes,Recommended,221,0.088
70229,45,security services for the protection of property and individuals,Sometimes,Recommended,179,0.072
70229,45,consultancy services relating to health and safety,Sometimes,Recommended,172,0.069
70229,45,legal research,Sometimes,Recommended,164,0.066
70229,45,legal support services,Sometimes,Worth considering,149,0.06
70229,45,reviewing standards and practices to assure compliance with laws and regulations,Sometimes,Worth considering,148,0.059
70229,45,advisory services relating to regulatory affairs,Sometimes,Worth considering,139,0.056
70229,45,regulatory compliance auditing,Sometimes,Worth considering,131,0.052
70229,45,legal compliance auditing,Sometimes,Worth considering,130,0.052
70229,45,health and safety risk management,Sometimes,Worth considering,129,0.052
70229,45,health and safety risk assessment services,Sometimes,Worth considering,129,0.052
70229,45,legal services relating to business,Sometimes,Worth considering,125,0.05
70229,45,security services,Sometimes,Worth considering,115,0.046
70229,45,online social networking services,Sometimes,Worth considering,113,0.045
70229,45,legal document preparation services,Sometimes,Worth considering,112,0.045
70229,45,legal consultation services,Sometimes,Worth considering,105,0.042
70229,45,"information, advisory and consultancy services relating to legal matters",Sometimes,Worth considering,105,0.042
70229,45,security assessment of risks,Sometimes,Worth considering,104,0.042
70229,45,legal information services,Sometimes,Worth considering,102,0.041
70229,45,information services relating to health and safety,Sometimes,Worth considering,96,0.038
70229,45,provision of legal information,Sometimes,Worth considering,95,0.038
70229,45,legal investigation services,Sometimes,Worth considering,95,0.038
70229,45,compilation of legal information,Sometimes,Worth considering,91,0.036
73110,35,advertising,Always,Essential,717,0.287
73110,35,advertising and marketing services,Always,Essential,476,0.19
73110,35,marketing,Always,Essential,473,0.189
73110,35,advertising and marketing,Always,Essential,471,0.188
73110,35,marketing services,Always,Essential,430,0.172
73110,35,"advertising, marketing and promotional services",Always,Essential,400,0.16
73110,35,advertising agency services,Always,Essential,384,0.154
73110,35,advertising and marketing consultancy,Always,Essential,364,0.146
73110,35,advertising services,Always,Essential,343,0.137
73110,35,marketing consultancy,Always,Essential,337,0.135
73110,35,"advertising, marketing and promotion services",Always,Essential,328,0.131
73110,35,"advertising, promotional and marketing services",Always,Essential,321,0.128
73110,35,advertising and marketing services provided by means of social media,Always,Essential,305,0.122
73110,35,marketing agency services,Always,Essential,302,0.121
73110,35,promotional marketing,Sometimes,Recommended,290,0.116
73110,35,digital marketing,Sometimes,Recommended,287,0.115
73110,35,advertising and promotion services,Sometimes,Recommended,278,0.111
73110,35,public relations services,Sometimes,Recommended,270,0.108
73110,35,advertising and advertisement services,Sometimes,Recommended,263,0.105
73110,35,business administration,Sometimes,Recommended,255,0.102
73110,35,business management,Sometimes,Recommended,252,0.101
73110,35,"marketing, advertising and promotion services",Sometimes,Recommended,242,0.097
73110,35,advertising and promotional services,Sometimes,Recommended,239,0.096
73110,35,digital advertising services,Sometimes,Recommended,239,0.096
73110,35,online marketing,Sometimes,Recommended,233,0.093
73110,42,design services,Always,Essential,573,0.229
73110,42,graphic design services,Always,Essential,528,0.211
73110,42,website design services,Always,Essential,361,0.144
73110,42,graphic design,Always,Essential,343,0.137
73110,42,website design,Always,Essential,323,0.129
73110,42,brand design services,Always,Essential,310,0.124
73110,42,website design and development,Sometimes,Recommended,258,0.103
73110,42,website design consultancy,Sometimes,Recommended,246,0.098
73110,42,design consultancy,Sometimes,Recommended,229,0.092
73110,42,computer programming,Sometimes,Recommended,225,0.09
73110,42,design of packaging,Sometimes,Recommended,204,0.082
73110,42,design of websites,Sometimes,Recommended,202,0.081
73110,42,packaging design,Sometimes,Recommended,195,0.078
73110,42,design and development of computer hardware and software,Sometimes,Recommended,188,0.075
73110,42,graphic art design,Sometimes,Recommended,182,0.073
73110,42,design of brand names,Sometimes,Recommended,174,0.07
73110,42,design and graphic arts design for the creation of web sites,Sometimes,Recommended,165,0.066
73110,42,visual design,Sometimes,Recommended,161,0.064
73110,42,web site design,Sometimes,Recommended,159,0.064
73110,42,brochure design,Sometimes,Recommended,156,0.062
73110,42,industrial analysis and research services,Sometimes,Recommended,152,0.061
73110,42,logo design services,Sometimes,Recommended,150,0.06
73110,42,computer website design,Sometimes,Recommended,150,0.06
73110,42,graphic design for the compilation of web pages on the internet,Sometimes,Worth considering,147,0.059
73110,42,design of homepages and websites,Sometimes,Worth considering,142,0.057
73110,41,publishing services,Always,Essential,379,0.152
73110,41,entertainment services,Always,Essential,356,0.142
73110,41,entertainment,Always,Essential,356,0.142
73110,41,education,Sometimes,Recommended,285,0.114
73110,41,providing of training,Sometimes,Recommended,210,0.084
73110,41,sporting and cultural activities,Sometimes,Recommended,199,0.08
73110,41,training services,Sometimes,Worth considering,133,0.053
73110,41,news programme services,Sometimes,Worth considering,130,0.052
73110,41,preparation of reports relating to publishing services,Sometimes,Worth considering,126,0.05
73110,41,"education, training, instruction and study services",Sometimes,Worth considering,126,0.05
73110,41,electronic game services and competitions provided by means of the internet,Sometimes,Worth considering,126,0.05
73110,41,training,Sometimes,Worth considering,120,0.048
73110,41,education services,Sometimes,Worth considering,116,0.046
73110,41,photography,Sometimes,Worth considering,110,0.044
73110,41,publishing,Sometimes,Worth considering,109,0.044
73110,41,video production,Sometimes,Worth considering,98,0.039
73110,41,booking and ticketing services by electronic and computer means,Sometimes,Worth considering,95,0.038
73110,41,"electronic database services for films, theatre and entertainment",Sometimes,Worth considering,94,0.038
73110,41,coaching,Sometimes,Worth considering,94,0.038
73110,41,coaching [training],Sometimes,Worth considering,91,0.036
73110,41,online digital publishing services,Sometimes,Worth considering,86,0.034
73110,41,music recording,Sometimes,Worth considering,80,0.032
73110,41,education and training services,Sometimes,Worth considering,79,0.032
73110,41,"audio, video and multimedia production, and photography",Sometimes,Worth considering,79,0.032
73110,41,video editing,Sometimes,Worth considering,78,0.031
73110,9,computer software,Always,Essential,694,0.278
73110,9,application software,Sometimes,Recommended,221,0.088
73110,9,parts and fittings for all the aforesaid goods.,Sometimes,Recommended,193,0.077
73110,9,downloadable electronic publications,Sometimes,Recommended,189,0.076
73110,9,electronic publications,Sometimes,Recommended,186,0.074
73110,9,software,Sometimes,Recommended,167,0.067
73110,9,compact discs,Sometimes,Recommended,161,0.064
73110,9,podcasts,Sometimes,Recommended,159,0.064
73110,9,downloadable publications,Sometimes,Recommended,159,0.064
73110,9,cd-roms,Sometimes,Recommended,156,0.062
73110,9,computer software to enable searching of data,Sometimes,Recommended,152,0.061
73110,9,video cassettes,Sometimes,Worth considering,143,0.057
73110,9,electronic notice boards,Sometimes,Worth considering,140,0.056
73110,9,audio cassettes,Sometimes,Worth considering,136,0.054
73110,9,answering machines,Sometimes,Worth considering,136,0.054
73110,9,compact disc players,Sometimes,Worth considering,133,0.053
73110,9,"apparatus for recording, transmission or reproduction of sound or images",Sometimes,Worth considering,131,0.052
73110,9,mobile apps,Sometimes,Worth considering,127,0.051
73110,9,media content,Sometimes,Worth considering,127,0.051
73110,9,digital communications apparatus and instruments,Sometimes,Worth considering,127,0.051
73110,9,facsimile machines,Sometimes,Worth considering,126,0.05
73110,9,data terminals,Sometimes,Worth considering,126,0.05
73110,9,telecommunications goods,Sometimes,Worth considering,124,0.05
73110,9,mobile and fixed telephone apparatus and instruments,Sometimes,Worth considering,124,0.05
73110,9,computer games and computer games software,Sometimes,Worth considering,123,0.049
73110,16,printed matter,Always,Essential,614,0.495
73110,16,stationery,Always,Essential,520,0.419
73110,16,books,Always,Essential,446,0.359
73110,16,photographs,Always,Essential,436,0.351
73110,16,posters,Always,Essential,427,0.344
73110,16,printed publications,Always,Essential,366,0.295
73110,16,magazines,Always,Essential,207,0.167
73110,16,paper,Always,Essential,193,0.156
