sic,nice_class,heading,frequency,band_label,n_marks,share,sic_total_marks
13300,21,"Household or kitchen utensils and containers; cookware and tableware, except forks, knives and spoons; combs and sponges; brushes, except paintbrushes; brush-making materials; articles for cleaning purposes; unworked or semi-worked glass, except building glass; glassware, porcelain and earthenware.",Sometimes,A few have this,5,0.077,65
13300,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,5,0.077,65
13300,28,"Games, toys and playthings; video game apparatus; gymnastic and sporting articles; decorations for Christmas trees.",Sometimes,A few have this,5,0.077,65
13300,23,Yarns and threads for textile use.,Sometimes,A few have this,5,0.077,65
13300,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,4,0.062,65
13300,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,A few have this,4,0.062,65
13300,20,"Furniture, mirrors, picture frames; containers, not of metal, for storage or transport; unworked or semi-worked bone, horn, whalebone or mother-of-pearl; shells; meerschaum; yellow amber.",Sometimes,A few have this,4,0.062,65
14190,25,"Clothing, footwear, headwear.",Always,All use this,593,0.792,749
14190,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,221,0.295,749
14190,18,"Leather and imitations of leather; animal skins and hides; luggage and carrying bags; umbrellas and parasols; walking sticks; whips, harness and saddlery; collars, leashes and clothing for animals.",Sometimes,Some use this,191,0.255,749
14190,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,76,0.101,749
14190,28,"Games, toys and playthings; video game apparatus; gymnastic and sporting articles; decorations for Christmas trees.",Sometimes,A few have this,63,0.084,749
14190,14,"Precious metals and their alloys; jewellery, precious and semi-precious stones; horological and chronometric instruments.",Sometimes,A few have this,57,0.076,749
14190,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,52,0.069,749
14190,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,A few have this,52,0.069,749
14190,3,"Non-medicated cosmetics and toiletry preparations; non-medicated dentifrices; perfumery, essential oils; bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations.",Sometimes,A few have this,49,0.065,749
14190,24,Textiles and substitutes for textiles; household linen; curtains of textile or plastic.,Sometimes,A few have this,46,0.061,749
15120,18,"Leather and imitations of leather; animal skins and hides; luggage and carrying bags; umbrellas and parasols; walking sticks; whips, harness and saddlery; collars, leashes and clothing for animals.",Always,Most use this,114,0.731,156
15120,25,"Clothing, footwear, headwear.",Sometimes,Some use this,70,0.449,156
15120,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,41,0.263,156
15120,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,22,0.141,156
15120,14,"Precious metals and their alloys; jewellery, precious and semi-precious stones; horological and chronometric instruments.",Sometimes,A few have this,21,0.135,156
15120,21,"Household or kitchen utensils and containers; cookware and tableware, except forks, knives and spoons; combs and sponges; brushes, except paintbrushes; brush-making materials; articles for cleaning purposes; unworked or semi-worked glass, except building glass; glassware, porcelain and earthenware.",Sometimes,A few have this,17,0.109,156
15120,28,"Games, toys and playthings; video game apparatus; gymnastic and sporting articles; decorations for Christmas trees.",Sometimes,A few have this,15,0.096,156
15120,24,Textiles and substitutes for textiles; household linen; curtains of textile or plastic.,Sometimes,A few have this,15,0.096,156
15120,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,15,0.096,156
