sic,nice_class,heading,frequency,band_label,n_marks,share,sic_total_marks
62020,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,Some use this,1063,0.219,4848
62020,38,Telecommunications services.,Sometimes,A few have this,476,0.098,4848
62020,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,430,0.089,4848
62020,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,A few have this,408,0.084,4848
62011,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Always,All use this,832,0.817,1018
62011,41,Education; providing of training; entertainment; sporting and cultural activities.,Always,Most use this,632,0.621,1018
62011,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,378,0.371,1018
62011,28,"Games, toys and playthings; video game apparatus; gymnastic and sporting articles; decorations for Christmas trees.",Sometimes,Some use this,237,0.233,1018
62011,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,181,0.178,1018
62011,25,"Clothing, footwear, headwear.",Sometimes,A few have this,116,0.114,1018
62011,38,Telecommunications services.,Sometimes,A few have this,111,0.109,1018
62011,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,96,0.094,1018
62011,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,65,0.064,1018
61900,38,Telecommunications services.,Always,Most use this,358,0.644,556
61900,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Always,Most use this,350,0.629,556
61900,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Always,Most use this,291,0.523,556
61900,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,236,0.424,556
61900,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,Some use this,97,0.174,556
61900,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,Some use this,94,0.169,556
61900,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,A few have this,65,0.117,556
61900,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,58,0.104,556
61900,39,Transport; packaging and storage of goods; travel arrangement.,Sometimes,A few have this,42,0.076,556
62090,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Always,Most use this,3320,0.627,5294
62090,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Always,Most use this,3296,0.623,5294
62090,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,2260,0.427,5294
62090,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,Some use this,1317,0.249,5294
62090,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,A few have this,784,0.148,5294
62090,38,Telecommunications services.,Sometimes,A few have this,745,0.141,5294
62090,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,573,0.108,5294
62090,44,"Medical services; veterinary services; hygienic and beauty care for human beings or animals; agriculture, aquaculture, horticulture and forestry services.",Sometimes,A few have this,299,0.056,5294
62090,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,291,0.055,5294
63120,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Always,Most use this,753,0.541,1392
63120,35,"Advertising; business management, business administration and consultancy, office functions.",Always,Most use this,753,0.541,1392
63120,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Always,Most use this,721,0.518,1392
63120,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,Some use this,438,0.315,1392
63120,38,Telecommunications services.,Sometimes,A few have this,202,0.145,1392
63120,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,198,0.142,1392
63120,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,A few have this,181,0.13,1392
63120,44,"Medical services; veterinary services; hygienic and beauty care for human beings or animals; agriculture, aquaculture, horticulture and forestry services.",Sometimes,A few have this,97,0.07,1392
63120,39,Transport; packaging and storage of goods; travel arrangement.,Sometimes,A few have this,94,0.068,1392
63120,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,89,0.064,1392
63110,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Always,Most use this,962,0.696,1383
63110,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Always,Most use this,873,0.631,1383
63110,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,639,0.462,1383
63110,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,Some use this,280,0.202,1383
63110,38,Telecommunications services.,Sometimes,Some use this,234,0.169,1383
63110,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,Some use this,214,0.155,1383
63110,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,185,0.134,1383
63110,44,"Medical services; veterinary services; hygienic and beauty care for human beings or animals; agriculture, aquaculture, horticulture and forestry services.",Sometimes,A few have this,79,0.057,1383
65120,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Always,All use this,276,0.955,289
65120,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,75,0.26,289
65120,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,49,0.17,289
65120,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,38,0.131,289
65120,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,34,0.118,289
65120,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,24,0.083,289
65120,44,"Medical services; veterinary services; hygienic and beauty care for human beings or animals; agriculture, aquaculture, horticulture and forestry services.",Sometimes,A few have this,22,0.076,289
65120,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,16,0.055,289
66220,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Always,All use this,359,0.952,377
66220,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,84,0.223,377
66220,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,A few have this,55,0.146,377
66220,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,41,0.109,377
66220,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,31,0.082,377
66220,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,29,0.077,377
66220,38,Telecommunications services.,Sometimes,A few have this,23,0.061,377
66220,39,Transport; packaging and storage of goods; travel arrangement.,Sometimes,A few have this,21,0.056,377
68310,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Always,All use this,554,0.874,634
68310,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,265,0.418,634
68310,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,97,0.153,634
68310,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,A few have this,81,0.128,634
68310,43,Services for providing food and drink; temporary accommodation.,Sometimes,A few have this,52,0.082,634
68310,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,51,0.08,634
68310,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,49,0.077,634
68310,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,44,0.069,634
68310,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,40,0.063,634
68201,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Always,Most use this,55,0.524,105
68201,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,34,0.324,105
68201,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,Some use this,27,0.257,105
68201,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,22,0.21,105
68201,43,Services for providing food and drink; temporary accommodation.,Sometimes,A few have this,14,0.133,105
68201,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,12,0.114,105
68201,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,12,0.114,105
68201,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,12,0.114,105
68201,25,"Clothing, footwear, headwear.",Sometimes,A few have this,11,0.105,105
68201,44,"Medical services; veterinary services; hygienic and beauty care for human beings or animals; agriculture, aquaculture, horticulture and forestry services.",Sometimes,A few have this,9,0.086,105
68201,30,"Coffee, tea, cocoa and artificial coffee; rice, pasta and noodles; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; chocolate; ice cream, sorbets and other edible ices; sugar, honey, treacle; yeast, baking-powder; salt, seasonings, spices, preserved herbs; vinegar, sauces and other condiments; ice (frozen water).",Sometimes,A few have this,8,0.076,105
68201,3,"Non-medicated cosmetics and toiletry preparations; non-medicated dentifrices; perfumery, essential oils; bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations.",Sometimes,A few have this,7,0.067,105
66300,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Always,All use this,138,0.802,172
66300,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,55,0.32,172
66300,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,40,0.233,172
66300,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,36,0.209,172
66300,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,24,0.14,172
66300,38,Telecommunications services.,Sometimes,A few have this,9,0.052,172
68320,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Always,Most use this,560,0.675,830
68320,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,303,0.365,830
68320,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,Some use this,213,0.257,830
68320,43,Services for providing food and drink; temporary accommodation.,Sometimes,Some use this,170,0.205,830
68320,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,150,0.181,830
68320,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,112,0.135,830
68320,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,95,0.114,830
68320,39,Transport; packaging and storage of goods; travel arrangement.,Sometimes,A few have this,55,0.066,830
68320,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,54,0.065,830
68320,25,"Clothing, footwear, headwear.",Sometimes,A few have this,47,0.057,830
68320,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,46,0.055,830
69102,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Always,All use this,302,0.886,341
69102,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,116,0.34,341
69102,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,Some use this,87,0.255,341
69102,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,Some use this,65,0.191,341
69102,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,55,0.161,341
69102,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,37,0.109,341
69102,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,A few have this,35,0.103,341
70210,35,"Advertising; business management, business administration and consultancy, office functions.",Always,Most use this,526,0.728,723
70210,41,Education; providing of training; entertainment; sporting and cultural activities.,Always,Most use this,372,0.515,723
70210,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,187,0.259,723
70210,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,176,0.243,723
70210,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,94,0.13,723
70210,25,"Clothing, footwear, headwear.",Sometimes,A few have this,77,0.107,723
70210,38,Telecommunications services.,Sometimes,A few have this,65,0.09,723
70210,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,57,0.079,723
70210,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,A few have this,37,0.051,723
71111,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Always,All use this,250,0.817,306
71111,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,Some use this,74,0.242,306
71111,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,58,0.19,306
71111,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,37,0.121,306
71111,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,33,0.108,306
71111,44,"Medical services; veterinary services; hygienic and beauty care for human beings or animals; agriculture, aquaculture, horticulture and forestry services.",Sometimes,A few have this,32,0.105,306
71111,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,29,0.095,306
71111,19,"Materials, not of metal, for building and construction; rigid pipes, not of metal, for building; asphalt, pitch, tar and bitumen; transportable buildings, not of metal; monuments, not of metal.",Sometimes,A few have this,24,0.078,306
71111,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,A few have this,23,0.075,306
71111,20,"Furniture, mirrors, picture frames; containers, not of metal, for storage or transport; unworked or semi-worked bone, horn, whalebone or mother-of-pearl; shells; meerschaum; yellow amber.",Sometimes,A few have this,19,0.062,306
71111,6,"Common metals and their alloys, ores; metal materials for building and construction; transportable buildings of metal; non-electric cables and wires of common metal; small items of metal hardware; metal containers for storage or transport; safes.",Sometimes,A few have this,17,0.056,306
73200,35,"Advertising; business management, business administration and consultancy, office functions.",Always,Most use this,197,0.694,284
73200,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,95,0.335,284
73200,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,74,0.261,284
73200,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,Some use this,74,0.261,284
73200,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,A few have this,21,0.074,284
73200,38,Telecommunications services.,Sometimes,A few have this,19,0.067,284
73200,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,17,0.06,284
73200,25,"Clothing, footwear, headwear.",Sometimes,A few have this,15,0.053,284
71121,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,238,0.442,538
71121,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,186,0.346,538
71121,7,"Machines, machine tools, power-operated tools; motors and engines, except for land vehicles; machine coupling and transmission components, except for land vehicles; agricultural implements, other than hand-operated hand tools; incubators for eggs; automatic vending machines.",Sometimes,Some use this,119,0.221,538
71121,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,Some use this,115,0.214,538
71121,40,Treatment of materials; recycling of waste and trash; air purification and treatment of water; printing services; food and drink preservation.,Sometimes,Some use this,90,0.167,538
71121,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,A few have this,70,0.13,538
71121,11,"Apparatus and installations for lighting, heating, cooling, steam generating, cooking, drying, ventilating, water supply and sanitary purposes.",Sometimes,A few have this,62,0.115,538
71121,1,"Chemicals for use in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; fire extinguishing and fire prevention compositions; tempering and soldering preparations; substances for tanning animal skins and hides; adhesives for use in industry; putties and other paste fillers; compost, manures, fertilizers; biological preparations for use in industry and science.",Sometimes,A few have this,59,0.11,538
71121,6,"Common metals and their alloys, ores; metal materials for building and construction; transportable buildings of metal; non-electric cables and wires of common metal; small items of metal hardware; metal containers for storage or transport; safes.",Sometimes,A few have this,47,0.087,538
71121,39,Transport; packaging and storage of goods; travel arrangement.,Sometimes,A few have this,42,0.078,538
71121,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,38,0.071,538
71121,20,"Furniture, mirrors, picture frames; containers, not of metal, for storage or transport; unworked or semi-worked bone, horn, whalebone or mother-of-pearl; shells; meerschaum; yellow amber.",Sometimes,A few have this,36,0.067,538
71121,12,"Vehicles; apparatus for locomotion by land, air or water.",Sometimes,A few have this,31,0.058,538
71121,17,"Unprocessed and semi-processed rubber, gutta-percha, gum, asbestos, mica and substitutes for all these materials; plastics and resins in extruded form for use in manufacture; packing, stopping and insulating materials; flexible pipes, tubes and hoses, not of metal.",Sometimes,A few have this,30,0.056,538
